document,label
"'하지만', '아들', '아', ',', '네', '가', '어떤', '일', '이', '정말', '옳', '다는', '생각', '이', '확실', '하', '게', '든다면', ',', '그', '땐', '너', '는', '너', '의', '길', '을', '가', '기', '바란다', '.', '조금', '도', '흔들리', '지', '말', '고', '말', '이', '다', '.'",1
"'둘', '은', '모아', '둔', '돈', '을', '똑같이', '나누', '어', '속옷', '깊숙이', '감추', '어', '가지', '고', '먼', '길', '을', '걸어서', '압록강', '을', '건너', '조선', '으로', '왔', '지', '.'",0
"'마법사', '는', '열', '받', '으면', '정신', '이', '산란', '해져서', '주문', '을', '외우', '기', '힘들', '지', '몰라도', ',', '검객', '인', '미네르바', '에게', '는', '그', '어떤', '제약', '도', '없', '었', '다', '.', '미네르바', '는', '곧장', '검', '을', '뽑', '아', '들', '었', '다', '.'",1
"'자녀', '들', '이', '어려서', '부터', ',', '가정', '에서부터', '제대로', '된', '경제', '교육', '을', '받', '아', '왜곡', '되', '지', '않', '은', '경제', '논리', '를', '이', '땅', '에', '뿌리', '내릴', '수', '있', '는', '인재', '들', '로', '성장', '할', '수', '있', '는', '토대', '가', '하루', '빨리', '마련', '되', '어야', '한다', '.'",1
"'하지만', '몸', '에', '밴', '고집', '은', '여전', '했', '다', '.', '무엇', '인가', '집중', '해', '있', '을', '때', '누군가', '가', '건들', '면', '그', '자리', '에서', '꽉', '－', '꼬집', '어', '버리', '기', '일수', '였', '다', '.'",0
"'접수', '방법', '은', '반드시', '기업', '이', '요구', '하', '는', '방식', '대로', '지키', '되', ',', '접수', '대장', '상단', '에', '오', '도록', '하', '여', '우선', '적', '으로', '눈', '에', '띄', '게', '하', '는', '것', '이', '중요', '하', '다', '.'",0
"'유비', '의', '말', '을', '듣', '자', '원소', '의', '사람', '욕심', '이', '다시', '변덕', '을', '일으켰', '다', '.', '방금', '한', '말', '을', '농담', '으로', '돌리', '려는', '듯', '일부러', '호탕', '하', '게', '웃', '어', '젖히', '며', '말', '했', '다', '.'",0
"'그렇', '더라도', '저', '는', '살', '아야', '겠', '습니다', '.', '절망', '속', '에', '뿌리', '를', '내리', '는', '씨앗', '하나', '쯤', '있', '을', '것', '이', '아닙니까', '?'",0
"', '아', '!', '이런', '것', '이', '지금', '내', '환경', '이', '고', '또', '내', '처지', '로구나', '!', ""'"", '하', '는', '깨달음', '이', '몸', '에', '배', '어야', '할', '것', '이', '다', '.'",1
"'결국', '접근', '도', '와', '빈도수', '를', '얻', '어', '내', '기', '위해서', '질레트', '는', '우위', '점령', '을', '포기', '하', '기', '에', '이르', '렀다', '.', '텍사코', ',', '크래프트', ',', '홀', '마크', '모두', '마찬가지', '였', '다', '.', '이것', '으로', '인해', '우위', '점령', '전쟁', '은', '막', '을', '내리', '게', '된다', '.'",1
"'감히', '말재주', '나', '피우', '려는', '것', '은', '아니', '다', '.', '세상', '이', '고루', '함', '을', '가슴', '아프', '게', '여기', '고', '있', '을', '따름', '이', '다', '.'",1
"'주부', '는', '바로', '문', '을', '닫', '고', '들어가', '고', '우리', '몸', '은', '충분히', '더웠', '다', '.', '나머지', '시간', '이', '바쁘', '게', '원', '그렇게', '어리', '어', '보일', '수', '가', '있', '는가고', ',', '길', '吉', '의', '놀라', '함', '은', '정식', '으로', '발표', '되', '었', '다', '.'",0
"'서양화', '의', '원근법', '등', '을', '이용', '하', '여', '원색', '적', '인', '색채', '와', '역동', '적', '인', '동작', '으로', '표현', '된', '우키요에', '의', '새로운', '표현', '기법', '은', '당시', '서민', '미술', '의', '특징', '을', '잘', '보여', '주', '고', '있', '으며', ',', '일본', '특유', '의', '예술', '장르', '로', '자리', '잡', '게', '되', '었', '다', '.'",1
"'수평선', '에', '눈길', '을', '오래', '주', '는', '지은이', '는', '크', '면서', '섬', '을', '떠나', '는', '꿈', '을', '꾸', '게', '될지', '모른다', '.', '섬', '을', '떠나', '는', '꿈', '이', '이', '아이', '를', '기다리', '고', '있', '을', '것', '만', '같', '다', '.'",1
"'설', '법전', '옆', '의', '계곡', '으로', '향하', '면', '수령', '이', '580', '년', '되', '었', '다는', '은행나무', '가', '하늘', '을', '찌', '를', '듯', '서', '있', '다', '.', '저렇', '듯', '깊이', '뿌리', '를', '내리', '고', '서', '서', '우리', '가', '나', '고', '죽', '고', ',', '또', '나', '고', '죽', '는', '시간', '을', '묵묵히', '지켜보', '았', '을', '것', '이', '다', '.'",0
"'날', '이', '무딘', '도끼', '로', '날', '마다', '장작', '을', '패', '는', '사람', '이', '말', '하', '기', '를', '바빠서', '도끼', '갈', '시간', '이', '없', '다고', '하', '면', '말', '이', '되', '겠', '는가', '.'",1
"'남방', '의', '날씨', '는', '무더워', '사람', '들', '은', '대충', '몸', '을', '가렸', '고', ',', '오직', '관리', '들', '만', '비단', '으로', '감', '아', '멀리', '서', '도', '쉽', '게', '눈', '에', '띄', '었', '다', '.', '조선', '이', '건', '유구', '국', '이', '건', ',', '어디', '서', '건', '백성', '들', '의', '살림', '은', '곤궁', '하', '기', '만', '하', '다', '.'",0
"'헤', '파에스', '티온', '이', '죽', '었', '을', '때', '알렉산드로스', '는', '미친', '듯이', '괴로워했', '다', '.', '헤', '파에스', '티온', '을', '살려', '내', '지', '못한', '의사', '를', '십자가', '에', '못', '박', '아', '처형', '했으며', ',', ""'"", '역사', '상', '가장', '장엄', '하', '게', ""'"", '헤', '파에스', '티온', '의', '장례', '를', '치러', '주', '었', '다고', '한다', '.'",0
"'톱니바퀴', ')', '가', '없', '대', '.', '""', '하', '며', '빨리', '가', '보', '라고', '소리치', '고', '는', '문', '을', '닫', '았', '다', '.', '하야토', '는', '닫힌', '문', '을', '향해', '""', '알', '았', '어요', '.', '""', '하', '며', '한껏', '늘어진', '소리', '로', '대답', '했', '다', '.'",0
"'광고', '문구', '중', '에서', '가장', '중심', '이', '되', '는', '것', '을', '짧', '게', '표현', '한', '주제', '문구', '이', '다', '.', '일반', '적', '으로', '는', '가장', '눈', '에', '띄', '도록', '배치', '한다', '.'",1
"'됐', '어', '.', '이번', '에', '도', '네', '장단', '에', '놀아날', '줄', '알', '아', '?', '여기', '서', '기다리', '면', '신태균', '이나', '경비', '가', '쫓아오', '겠', '지', '.', '좋', '은', '말', '할', '때', '열', '어', '.', '날', '더', '이상', '열', '받', '게', '하', '지', '말', '라고', '.'",1
"'웃', '는', '건지', ',', '열', '받', '은', '건지', '알', '수', '없', '는', '표정', '을', '짓', '는', '준기', '를', '남겨', '두', '고', '은수', '는', '아까', '알려준', ',', '앞', '으로', '자신', '이', '사용', '할', '방', '으로', '가', '려고', '문', '을', '열', '었', '다', '.', '그리고', '준기', '를', '향해', '고개', '를', '돌렸', '다', '.'",1
"'그런데', '제', '가', '천재', '이런', '소리', '를', '들', '을', '때', '마다', '아주', '가슴', '아픈', '일', '이', '하', '나', '있', '습니다', '.', '답답', '하', '고'",1
"'뾰족', '턱', '이', '오만상', '을', '찌푸리', '며', '몸부림', '을', '쳤', '지만', '막상', '어쩌', '지', '는', '못했', '다', '.', '희', '주', '또한', '허탈', '한', '얼굴', '로', '진아', '의', '등', '에', '시선', '을', '못', '박', '고', '있', '었', '다', '.', '어디', '두', '고', '보', '자는', '듯이', '독기', '가', '서린', '눈길', '이', '었', '다', '.'",0
"'5', '.', '시간', '을', '관리', '함', '에', '있', '어', '몸', '에', '밴', '습관', '을', '바꿀', '수', '있', '는', '가능', '한', '계획', '을', '세운다', '.'",1
"'우리', '길', '가', '다가', '다섯', '사람', '중', '에', '한', '사람', '은', '하여튼', '외국인', '이', '라고', '보', '시', '면', '됩니다', '.'",0
"'아담', '이', '훌쩍', '다가와', '내', '손', '을', '잡', '았', '다', '.', '그', '의', '손', '은', '죽음', '의', '땀', '처럼', '차갑', '게', '느껴졌', '다', '.', '그', '순간', '이', '그', '뿐', '만', '아니', '라', '나', '에게', '도', '너무나', '가슴', '아픈', '순간', '이', '라는', '걸', '느꼈', '다', '.'",1
"'그럼', '언제', '떠나', '실', '생각', '입니까', '?', '이왕이면', '제', '가', '자리', '를', '잡', '는', '모습', '을', '끝', '까지', '보', '고', '가셨으면', '좋', '겠', '는데요', '.'",1
"'깜짝', '놀란', '유희', '는', '다급히', '체인', '을', '풀', '고', '문', '을', '열', '었', '다', '.', '그리고', '놀라움', '에', '입', '을', '다물', '지', '못했', '다', '.'",0
"'태조', '는', '눈', '을', '감', '아', '버렸', '다', '.', '천', '년', '사직', '이', '무너지', '는', '환영', '이', '눈앞', '에', '어른거렸', '다', '.', '더', '는', '경애왕', '의', '밀서', '를', '읽', '을', '수', '가', '없', '었', '다', '.', '가슴', '이', '아팠', '다', '.', '얼마나', '화급', '했으면', '사절', '에게', '밀지', '를', '보내', '었', '을까', '.'",1
"'또', '이런', '일', '도', '있', '었', '다', '.', '화타', '가', '길', '을', '가', '다', '목구멍', '이', '막혀', '음식', '을', '먹', '지', '못하', '는', '사람', '을', '보', '았', '다', '.', '그', '의', '신음', '소리', '를', '들', '은', '화타', '는', '환자', '를', '살펴본', '다음', '이렇게', '말', '했', '다', '.'",0
"'기분', '나빴', '다면', '미안', '해요', '.', '난', '그저', '이지훈', '씨', '가', '얼마나', '힘들', '고', '외로웠', '을까', '생각', '하', '니', '너무', '가슴', '이', '아파서', '…', '…', '.'",1
"'국민', '들', '에', '독서', '율', '감소', '온라인', '서점', '에', '활성', '화', '그리고', '스마트폰', '이용', '률', '이', '높', '아', '지', '면서', '하나', '둘', '문', '을', '닫', '는', '지역', '서점', '이', '늘어나', '고', '있', '다는', '분석', '인데요', '.'",1
"'호민', '은', '못', '박힌', '듯', '그', '자리', '에', '우뚝', '섰', '고', '은비', '는', '비명', '처럼', '어머', '!', '소리', '를', '질렀', '다', '.', '그', '순간', '은비', '의', '뇌리', '에', '선택', '이', '라는', '단어', '가', '왜', '떠올랐', '을까', '?', '모를', '일', '이', '었', '다', '.'",0
"'자', '이', '손탁', '호텔', '이', '문', '을', '닫', '은', '후', '에', '도', '경성', '에', '는', '다방', '이', '하나', '둘', '씩', '계속', '생겨납니다', '.'",1
"'며칠', '전', '시내', '에서', '만날', '때', '면도', '도', '하', '질', '않', '고', '머리', '도', '감', '지', '않', '고', '나갔었', '는데', '그', '때', '킹콩', '은', '엄청', '열', '받', '았었', '다', '.'",1
"'해질', '무렵', ',', '톰', '왓슨', '은', '사무실', '의자', '에', '기대앉', '아', '골프', '기자', '와', '인터뷰', '를', '하', '고', '있', '었', '다', '.', '골프', '시즌', '은', '이제', '막', '을', '내렸으며', ',', '골프', '기자', '란', '바로', '나', '다', '.', '벌써', '그럭저럭', '두', '시간', '가까이', '이야기', '를', '나누', '고', '있', '었', '다', '.'",1
"'너', '방송', '하', '면서', '사업', '하', '고', '그게', '말', '이', '되', '냐', '할려면', '방송', '을', '딱', '접', '고', '제대로', '사업', '에', '만', '딱', '어', '~', '집중', '해야지', '.'",1
"'그럼', '지금', '까지', '나온', '신', '의', '속성', '들', '을', '정리', '해', '주', '셔서', '저희', '들', '로', '하여금', '철저히', '인식', '하', '고', '외우', '고', '몸', '에', '배', '도록', '해', '주', '시', '옵', '소서', '.'",1
"'조화', '수', '장이', '와', '형', '님', '이란', '이', '는', '아쉬운', '듯', '천정', '을', '보다', '이내', '헤어져', '제', '갈', '길', '을', '갔', '다', '.'",0
"'정각', '은', '고개', '를', '흔들', '었', '다', '.', '도무지', '믿', '을', '수', '없', '는', '사실', '앞', '에', '아직', '도', '꿈', '을', '꾸', '고', '있', '다는', '생각', '을', '하', '며', '정신', '을', '가다듬', '으려', '애썼', '다', '.'",0
"'그', '~', '인제', '불교', '어', '~', '중', '에', '중심', '도량', '으로', '자리', '를', '잡', '게', '된', '그', '시기', '가', '바로', '이', '시기', '였', '는데'",1
"'그렇', '다고', '첨', '부터', '세', '배', '나', '이윤', '을', '남기', '라는', '게', '말', '이', '돼', '?', '해', '보', '지', '도', '않', '은', '장사', '잖', '아', '!'",1
"'우쭐', '해', '이쪽', '을', '깔보', '는', '것', '이', '아니', '다', '.', '어릴', '적', '부터', '그런', '동작', '이', '몸', '에', '밴', '것', '이', '다', '.'",1
"'이', '단계', '에', '이르', '자', ',', '영매', '에게', '각성', '상태', '(', '覺醒', '狀態', ')', '가', '나타나', '기', '시작', '했', '고', '지', '배령', '의', '음성', '이', '전해졌', '다', '.', '그리고', '그', '뒤', '1', '분', '쯤', '뒤', '에', '이', '훌륭', '한', '강령', '회', '는', '1', '시간', '30', '분', '이', '라는', '기록', '을', '남기', '고', '막', '을', '내렸', '다', '.'",1
"'그', '유엔', '제재', '일곱', '가지', '중', '에서', '제일', '가벼운', '제재', '하나', '만', '맞', '아도', '우선', '우리', '는', '뭐', '자본', '시장', '이', '문', '을', '닫', '는데', '그래서', '이제', '우리', '는', '북한', '하고', '틀리', '다', '.'",1
"'하지만', '한국', '장편', '애니메이션', '의', '여명기', '는', '아주', '짧', '게', '막', '을', '내리', '고', '기나긴', '하청', '의', '시대', '가', '시작', '됩니다', '.'",1
"'+', '너', '네', '시내', '에서', '면상', '좀', '들이밀', '지', '마', '라', '!', '알', '긋', '냐', '~~', '열', '받', '냐', '?', '그럼', '리플', '달', '아라', '~~', 'ㅋㅋㅋ', '+'",1
"'우리', '내부', '적', '으로', '는', '파벌', '주의', '에', '휩싸여', '경쟁력', '있', '는', '선수', '들', '을', '해외', '로', '유출', '한', '점', '은', '참으로', '가슴', '아픈', '일', '이', '아닐', '수', '없', '습니다', '.'",1
"'네', '가', '업', '고', '있', '었', '잖아', '!', '모른다는', '게', '말', '이', '돼', '?', '대체', '왜', '강', '소저', '의', '등', '에', '화살', '이', '박혀', '있', '냐구', '!'",1
"'모두', '가', '즐거운', '시간', '을', '보내', '고', '있', '을', '때', ',', '농원', '의', '사장', '이', '몰래', '안', '으로', '들어와', '뒤쪽', '에', '조용히', '자리', '를', '잡', '았', '다', '.'",0
"'외국', '에', '비하', '여', '나눔', '의', '문화', '가', '자리', '잡', '지', '못한', '데', '는', '기부', '시스템', '등', '이', '미흡', '한', '것', '도', '한몫', '한다', '.', '영국', '의', '한', '해', '유산', '증여', '액', '은', '기업', '기부', '금액', '의', '5', '배', '를', '넘', '는다', '.'",1
"'윤옥', '자', '는', '부들부들', '떨', '어', '대', '며', '공책', '을', '박박', '찢', '어', '댔', '고', ',', '연필', '을', '뚝뚝', '부러뜨렸', '다', '.', '길', '가', '던', '사람', '들', '이', '눈치', '살피', '며', '모여들', '기', '시작', '했', '다', '.', '땅바닥', '에', '공책', '찢어진', '종이쪽지', '들', '이', '어지럽', '게', '흩어졌', '다', '.'",0
"'로저', '는', '자신', '의', '인생', '에서', '가장', '힘든', '길', '을', '걷', '고', '있', '어요', '.', '지금껏', '자신', '이', '스스로', '해결', '하', '지', '못한', '문제', '가', '없', '었', '는데', ',', '병마', '앞', '에선', '어린아이', '처럼', '아무것', '도', '할', '수', '없', '다는', '게', '그', '를', '가장', '고통', '스럽', '게', '하', '고', '있', '다오', '.'",1
"'딸내미', '시집보낼', '때', '도', '대출', '을', '안', '했', '는데', ',', '동생', '네', '가게', '고쳐', '주', '려고', '대출', '을', '한다고', '!', '길', '가', '는', '사람', ',', '붙들', '고', '물', '어', '봐요', ',', '말', '이', '되', '나', '!'",0
"'저', '는', '포항', '을', '기반', '으로', '여러', '가지', '꿈', '을', '꾸', '고', '있', '습니다', '.', '그', '가운데', '하나', '는', '포항', '신', '항만', '에서', '시베리아', ',', '로테르담', '으로', '떠나', '는', '기차', '의', '기적', '소리', '를', '지역', '주민', '들', '과', '함께', '듣', '는', '것', '입니다', '.', '그', '꿈', '의', '실현', '을', '통해'",1
"'으아', ',', '이거', '진짜', '열', '받', '네', '?', '가까스로', '역심', '무극', '결', '을', '귀', '의', '흡수', '신공', '과', '맞먹', '게', '따라', '붙여', '놨는데', '다시', '격차', '가', '벌어지', '게', '됐', '잖아', '?', '아', ',', '씨팔', '.', '아', ',', '개', '팔', '.', '아', ',', '똥', '팔', '.'",1
"'끝없이', '계속', '될', '것', '만', '같', '던', '여행', '끝', '에', '우리', '는', '뉴턴', '의', '새', '집', '에', '도착', '했', '다', '.', '한국', '과', '다른', '점', '들', '가운데', '제일', '먼저', '내', '눈', '에', '띈', '것', '은', '집', '안', '으로', '들어갈', '때', '신발', '을', '벗', '는', '사람', '이', '없', '다는', '점', '이', '었', '다', '.'",0
"'각기', '다양', '한', '견해', '를', '가진', '관찰자', '들', '의', '다국적', '기업', '에', '대한', '예측', '은', '맞', '지', '않', '았', '다', '.', '다국적', '기업', '는', '민족', '국가', '를', '대체', '하', '지', '도', ',', '동인', '도', '회사', '와', '같', '은', '길', '을', '걷', '지', '도', '않', '았', '다', '.'",1
"'탈주자', '-', '유방', '과', '열', '두', '명', '의', '수하', '들', '은', '사흘', '째', '길', '을', '걷', '고', '있', '었', '다', '.', '예전', '과', '다른', '것', '이', '있', '다면', '낮', '에', '잠자', '고', '밤', '에', '걷', '는다는', '점', '이', '었', '다', '.'",0
"'카트린', '은', '발망', '소령', '에게', '다가오', '더니', '그', '를', '가볍', '게', '껴안', '았', '다', '.', '발망', '소령', '은', '뛸', '듯이', '기뻤', '다', '.', '동행', '에', '동의', '한', '것', '은', '아니', '지만', '사랑', '한다는', '말', '을', '들', '은', '건', '처음', '이', '었', '다', '.'",0
"'그랬', '구나', '.', '막내', '도련', '님', '이', '은근히', '뭘', '모르', '네', '.', '그나저나', '언니', ',', '확', '열', '받', '지', '?', '지금', '도', '추워', '?'",1
"'어', '~', '그', '중', '에서', '도', '이', '~', '서울', '의', '독서', '문화', '행사', '중', '에서', '가장', '눈', '에', '띄', '는', '것', '은', '서울시', '오', '십', '플러스', '재단', '의', '북적북적', '프로젝트', '이게', '좀', '길', '게', '이어지', '는', '프로젝트', '인데요', '.'",1
"'사랑', '할', '때', '나쁜', '사람', '인', '거', '뻔히', '알', '면서', '도', ',', '정', '못', '떼', '서', '가슴', '아파하', '고', ',', '화내', '고', ',', '짜증', '내', '고', '하', '는', '거', '말', '이', '에요', '.'",1
"'해외', '바이어', '와', '직거래', '채널', '을', '통하', '면서', '서현', '전자', '는', '든든', '한', '수익', '창구', '를', '확보', '했', '다', '.', '또', '국내', '에서', '도', '기술력', '을', '인정받', '으면서', '자리', '를', '잡', '아', '갔', '다', '.', '그러나', '1996', '년', '경', '부터', '중국', '에서', '저', '가', '제품', '이', '몰려왔', '다', '.'",1
"'그리고', '거래', '를', '통하', '여', '알', '게', '된', '가입자', '의', '개인', '정보', '를', '타인', '에게', '제공', '하', '지', '못하', '도록', '법', '으로', '못', '을', '박', '았', '다', '.'",1
"'이', '~', '제', '가', '고른', '눈', '에', '띄', '는', '보도', '는', '이', '면', '정준영', '불법', '촬영', '이', '차', '피해', '부추기', '는', '언론', '들', '입니다', '.'",1
"'갈', '메', '가', '보냈', '는데', '어련히', '알', '아서', '보냈', '겠', '는교', '?', '아따', ',', '퍼뜩', '문', '닫', '소', '.', '계산', '은', '그대로', '입', '니더', '.'",0
"'어째서', '내', '가', '허영심', '이', '강하', '다는', '거', '야', '.', '다른', '사람', '들', '이', '날', '뭐', '라고', '생각', '하', '겠', '어', '?', '이렇게', '열', '받', '게', '만들', '다니', '…', '절대로', '용서', '못', '해', '!'",1
"'사내', '는', '군영', '과', '맞은편', '에', '급속도', '로', '뻗', '어', '나가', '고', '있', '는', '상가', '를', '천천히', '걷', '기', '시작', '하', '였', '다', '.', '그', '로서', '는', '한바탕', '꿈', '을', '꾸', '고', '있', '는', '느낌', '이', '었', '다', '.'",0
"'설령', '보험', '내용', '과', '보험료', '가', '내', '친동생', '이', '다니', '는', '보험', '회사', '보다', '좋', '다고', '해도', ',', '송기용', '씨', '가', '내', '입장', '이', '라면', '친동생', '을', '제쳐', '두', '고', '다른', '설계사', '에게', '보험', '을', '든다는', '것', '이', '말', '이', '되', '겠', '습니까', '?'",1
"'몸', '에', '밴', '듯', '한', '거', '드름', '을', '피우', '다가', '길', '희', '도', '의', '얼굴', '을', '발견', '하', '고', '는', '소스라치', '게', '놀랬', '다', '.'",1
"'그런데', '있', '잖아', '.', '이', '아름다운', '이야기', '를', '들으며', '나', '는', '갑자기', '지금', '내', '가', '뿌리', '를', '내리', '고', '있', '는', '이', '세상', '이', '두려워졌', '어', '.', '우리', '들', '에', '관한', '전설', '이', '사라지', '는', '이', '세상', '이', '말', '이', '야', '.'",1
"'유명', '인', '의', '특정', '한', '행동', '을', '따라', '한', '영상', '을', '만들', '어', '공유', '하', '고', '즐기', '는', '챌린지', '는', '전', '세계인', '이', '동참', '하', '는', '퍼포먼스', '이', '자', '놀이', '문화', '로', '자리', '잡', '았', '는데요', '.'",1
"'송운', '형', '은', '그', '말', '을', '들', '은', '내내', '저', '들', '의', '숨', '은', '속내', '를', '추측', '하', '기', '위해', '안간힘', '을', '썼', '고', '그', '결과', '이런', '결론', '이', '내려졌', '다', '.'",0
"'그러', '던', '와중', '청년', '시민', '단체', '에', '소속', '된', '한', '젊', '은', '친구', '를', '만났', '다', '.', '그', '는', '친절', '함', '이', '몸', '에', '배인', '사람', '이', '었', '으며', ',', '인품', '또한', '뛰어났', '다', '.', '나', '는', '자연스레', '그', '에게', '깊', '은', '얘기', '까지', '털어놓', '게', '되', '었', '다', '.'",1
"'저', '로서', '는', '그때', '까지', '의', '삶', '이', '마음', '에', '들', '지', '않', '았', '고', '세상', '이', '넓', '다는', '것', '을', '독서', '를', '통하', '여', '나름', '대로', '알', '고', '있', '었', '으며', ',', '마음대로', '살', '고', '싶', '은', '생각', '이', '있', '던', '차', '모친', '께서', '향천', '하', '셨', '으므로', '저', '의', '길', '을', '간', '것', '이', '지요', '.'",1
"'잃', '은', '사람', '열', '받', '아서', '한', '잔', '딴', '사람', '은', '좋', '아서', '한', '잔', '경제', '가', '사', '는', '거', '아니', '에요', '?', '그러', '면'",1
"'기숙생', '들', '의', '가정', '교사', '구직', '이', '급해', '지', '면서', '이규백', '은', '자신', '이', '전', '에', '겪', '었', '던', '일', '을', '털어놓', '았', '다', '.', '그', '이야기', '에', '모두', '열', '받치', '고', '분노', '했', '지만', '결국', '에', '는', '의기소침', '해', '지', '고', '말', '았', '다', '.'",1
"'두', '양반', '은', '똑같이', '고기', '를', '한', '근', '씩', '샀', '는데', '비교', '해', '보', '니', '고기', '의', '양', '이', '눈', '에', '띄', '게', '차이', '가', '났', '다', '.', '이', '에', '먼저', '온', '양반', '이', '버럭', '화', '를', '내', '었', '다', '.'",1
"'좋', '은', '밤', '이', '오', '.', '잘', '자시', '오', '!', '숱한', '난관', '들', '이', '있', '다', '하', '더라도', '좋', '은', '꿈', '을', '꾸', '시', '오', '!'",1
"'아', ',', '뭐', '직접', '아', '는', '건', '아니', '오', '만', '…', '…', ',', '명색', '이', '가르', '나타', '에', '와서', '장사', '를', '하', '는', '사람', '이', '댁', '의', '아버님', '존함', '도', '모른다면', '그게', '어디', '말', '이', '되', '겠', '소', '?', '허허허', '!'",1
"'이차돈', '은', '자신', '이', '모든', '책임', '을', '지', '고', '형장', '의', '이슬', '로', '사라졌', '지만', ',', '그', '가', '그토록', '원했', '던', '불교', '는', '신라', '땅', '에', '착실히', '뿌리', '를', '내리', '게', '되', '었', '다', '.', '그리고', '왕실', '의', '전폭', '적', '인', '지지', '를', '받', '으며', '급속히', '발전', '해', '갔', '다', '.'",1
"'그러나', '수십', '년', '동안', '몸', '에', '배인', '성격', '을', '하루', '아침', '에', '바꿀', '수', '있', '는가', '?', '주식', '한답시고', '2', ',', '3', '년', '동안', '주식', '시장', '에', '매달릴', '동안', '나', '의', '성격', '을', '과연', '바꿀', '수', '있', '겠', '는가', '?'",1
"'천', '실장', '의', '얼굴', '이', '붉', '게', '달아올랐', '다', '.', '입술', '의', '한쪽', '끝', '에서', '눈', '에', '띄', '게', '경련', '이', '일어났', '다', '.'",1
"'한창', '재밌', '던', '스토리', '가', '갑자기', '도중하차', '하', '게', '됐으니', '당연히', '열', '받', '죠', '.', '하', '지만', '어쩌', '겠', '어요', '.', '에디', '가', '떠났으니', '스토리', '도', '막', '을', '내려야', '죠', '.'",1
"'놀란', '것', '은', '유홍기', '가', '아니', '라', '김굉집', '이', '었', '다', '.', '명문', '의', '피', '를', '받', '은', '젊', '은', '준재', '가', '입신양명', '의', '유일', '한', '길', '인', '과거', '를', '포기', '한대서야', '말', '이', '되', '는가', '.', '그', '는', '어처구니없', '어', '하', '는', '시선', '을', '유길준', '의', '얼굴', '에', '못박', '았', '다', '.'",1
